Reading 1
15,0,48
15,36,47
15,37,50
15,0,50
14,0,45
15,38,44
16,0,43
15,38,42
13,0,42
14,35,45
15,34,47

Reading 2
30,0,45
31,37,45
32,37,45
32,37,45
32,38,44
32,0,44
32,0,43
32,38,43
32,38,43


Reading 3 
16,0,253
16,0,253
16,0,253
16,0,253
16,0,253
16,44,29
16,0,253
16,0,253
17,0,30
16,0,28
15,44,28



